NCES District ID,State District ID,District Name,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Students*,Teachers*,Schools,Locale Code*,Locale*,Student Teacher Ratio*,Type,Status
5300030,WA-14005,Aberdeen School District,Grays Harbor County,216 N G ST,ABERDEEN,WA,98520,5297,(360)538-2000,3304.00000,204.29000,13.00000,33,Town: Remote,16.17000000,Regular Local,Open
5300060,WA-21226,Adna School District,Lewis County,PO BOX 118,ADNA,WA,98522,0118,(360)748-0362,648.00000,36.84000,2.00000,42,Rural: Distant,17.59000000,Regular Local,Open
5300090,WA-22017,Almira School District,Lincoln County,PO BOX 217,ALMIRA,WA,99103,0217,(509)639-2414,144.00000,10.68000,1.00000,43,Rural: Remote,13.48000000,Regular Local,Open
5300150,WA-29103,Anacortes School District,Skagit County,2200 M AVE,ANACORTES,WA,98221,3794,(360)503-1200,2606.00000,143.74000,8.00000,31,Town: Fringe,18.13000000,Regular Local,Open
5300240,WA-31016,Arlington School District,Snohomish County,315 N FRENCH AVE,ARLINGTON,WA,98223,1317,(360)618-6203,5506.00000,312.50000,11.00000,22,Suburb: Midsize,17.62000000,Regular Local,Open
5300280,WA-02420,Asotin-Anatone School District,Asotin County,PO BOX 489,ASOTIN,WA,99402,0489,(509)243-1100,614.00000,39.40000,2.00000,23,Suburb: Small,15.58000000,Regular Local,Open
5300300,WA-17408,Auburn School District,King County,915 4TH ST NE,AUBURN,WA,98002,4452,(253)931-4900,17857.00000,1054.72000,26.00000,13,City: Small,16.93000000,Regular Local,Open
5300330,WA-18303,Bainbridge Island School District,Kitsap County,8489 MADISON AVE NE,BAINBRIDGE ISLAND,WA,98110,2999,(206)842-4714,3594.00000,202.36000,10.00000,22,Suburb: Midsize,17.76000000,Regular Local,Open
5300014,WA-27931,Bates Technical College,Pierce County,1101 South Yakima Ave.,Tacoma,WA,98405,,(253)680-7000,0.00000,0.00000,2.00000,12,City: Midsize,†,Other,Open
5300380,WA-06119,Battle Ground School District,Clark County,PO BOX 200,BATTLE GROUND,WA,98604,0200,(360)885-5300,12393.00000,699.61000,22.00000,21,Suburb: Large,17.71000000,Regular Local,Open
5300390,WA-17405,Bellevue School District,King County,PO BOX 90010,BELLEVUE,WA,98005,3183,(425)456-4000,19089.00000,1057.60000,30.00000,12,City: Midsize,18.05000000,Regular Local,Open
5300420,WA-37501,Bellingham School District,Whatcom County,1306 DUPONT ST,BELLINGHAM,WA,98225,3118,(360)676-6400,11614.00000,705.48000,25.00000,13,City: Small,16.46000000,Regular Local,Open
5300450,WA-01122,Benge School District,Adams County,2978 E BENGE WINONA RD,BENGE,WA,99105,9705,(509)887-2370,5.00000,2.00000,1.00000,43,Rural: Remote,2.50000000,Regular Local,Open
5300480,WA-27403,Bethel School District,Pierce County,516 176th St E,Spanaway,WA,98387,,(253)800-6000,21156.00000,1139.88000,39.00000,21,Suburb: Large,18.56000000,Regular Local,Open
5300510,WA-20203,Bickleton School District,Klickitat County,3626 Bickleton Highway,Bickleton,WA,99322,,(509)896-5473,104.00000,12.00000,1.00000,43,Rural: Remote,8.67000000,Regular Local,Open
5300570,WA-37503,Blaine School District,Whatcom County,765 H Street,BLAINE,WA,98230,,(360)332-5881,2081.00000,130.72000,7.00000,31,Town: Fringe,15.92000000,Regular Local,Open
5300630,WA-21234,Boistfort School District,Lewis County,983 BOISTFORT RD,CURTIS,WA,98538,9734,(360)245-3343,86.00000,4.44000,2.00000,42,Rural: Distant,19.37000000,Regular Local,Open
5300660,WA-18100,Bremerton School District,Kitsap County,134 MARION AVE N,BREMERTON,WA,98312,3542,(360)473-1034,4383.00000,303.48000,13.00000,13,City: Small,14.44000000,Regular Local,Open
5300690,WA-24111,Brewster School District,Okanogan County,P.O. Box 97,Brewster,WA,98812,,(509)689-3418,1012.00000,58.08000,4.00000,43,Rural: Remote,17.42000000,Regular Local,Open
5300720,WA-09075,Bridgeport School District,Douglas County,PO BOX 1060,BRIDGEPORT,WA,98813,1060,(509)686-5656,776.00000,49.75000,4.00000,43,Rural: Remote,15.60000000,Regular Local,Open
5300750,WA-16046,Brinnon School District,Jefferson County,46 SCHOOLHOUSE RD,BRINNON,WA,98320,9651,(360)680-1107,74.00000,5.71000,1.00000,41,Rural: Fringe,12.96000000,Regular Local,Open
5300780,WA-29100,Burlington-Edison School District,Skagit County,927 E FAIRHAVEN AVE,BURLINGTON,WA,98233,1900,(360)757-3311,3351.00000,219.52000,9.00000,23,Suburb: Small,15.27000000,Regular Local,Open
5300810,WA-06117,Camas School District,Clark County,841 NE 22nd AVE,CAMAS,WA,98607,1148,(360)335-3000,7324.00000,410.40000,16.00000,21,Suburb: Large,17.85000000,Regular Local,Open
5300840,WA-05401,Cape Flattery School District,Clallam County,PO BOX 109,SEKIU,WA,98381,9747,(360)963-2329,479.00000,39.51000,4.00000,43,Rural: Remote,12.12000000,Regular Local,Open
5300011,WA-34801,Capital Region ESD 113,Thurston County,6005 Tyee Dr SW,TUMWATER,WA,98512,,(360)464-6700,268.00000,8.45000,1.00000,13,City: Small,31.72000000,Other,Open
5300870,WA-27019,Carbonado School District,Pierce County,PO BOX 131,CARBONADO,WA,98323,0131,(360)829-0121,180.00000,12.50000,1.00000,41,Rural: Fringe,14.40000000,Regular Local,Open
5300950,WA-04228,Cascade School District,Chelan County,330 EVANS ST,LEAVENWORTH,WA,98826,1244,(509)548-5885,1252.00000,84.92000,7.00000,32,Town: Distant,14.74000000,Regular Local,Open
5300960,WA-04222,CASHMERE SCHOOL DISTRICT,Chelan County,210 S DIVISION ST,CASHMERE,WA,98815,1133,(509)782-3355,1580.00000,101.20000,3.00000,31,Town: Fringe,15.61000000,Regular Local,Open
5300990,WA-08401,Castle Rock School District,Cowlitz County,600 HUNTINGTON AVE S,CASTLE ROCK,WA,98611,8901,(360)501-2940,1508.00000,86.38000,4.00000,31,Town: Fringe,17.46000000,Regular Local,Open
5300347,WA-18901,Catalyst Public Schools,Kitsap County,1305 Ironsides Avenue,Bremerton,WA,98310,,(360)207-0229,434.00000,27.85000,1.00000,13,City: Small,15.58000000,Charter,Open
5301050,WA-20215,Centerville School District,Klickitat County,ATTN:Ann Varkados,CENTERVILLE,WA,98613,3021,(509)773-4893,97.00000,5.00000,1.00000,42,Rural: Distant,19.40000000,Regular Local,Open
5301080,WA-18401,Central Kitsap School District,Kitsap County,PO BOX 8,SILVERDALE,WA,98383,9197,(360)662-3100,11206.00000,612.41000,19.00000,13,City: Small,18.30000000,Regular Local,Open
5301110,WA-32356,Central Valley School District,Spokane County,2218 N. Molter,Liberty Lake,WA,99019,,(509)558-5400,14688.00000,933.42000,32.00000,12,City: Midsize,15.74000000,Regular Local,Open
5300315,WA-19901,Central Washington University,Kittitas County,400 E UNIVERSITY WAY,ELLENSBURG,WA,98926,,(509)963-1111,†,0.00000,0.00000,32,Town: Distant,†,Other,Open
5300016,WA-21926,Centralia College,Lewis County,600 Centralia College Blvd,CENTRALIA,WA,98531,4099,(360)736-9391,0.00000,0.00000,1.00000,32,Town: Distant,†,Other,Open
5301140,WA-21401,Centralia School District,Lewis County,PO Box 610,CENTRALIA,WA,98531,,(360)330-7600,3440.00000,210.01000,9.00000,32,Town: Distant,16.38000000,Regular Local,Open
5301170,WA-21302,Chehalis School District,Lewis County,310 SW 16TH ST,CHEHALIS,WA,98532,3809,(360)807-7200,3012.00000,172.72000,8.00000,32,Town: Distant,17.44000000,Regular Local,Open
5301230,WA-32360,Cheney School District,Spokane County,12414 S Andrus Rd,CHENEY,WA,99004,,(509)559-4501,5540.00000,326.06000,13.00000,31,Town: Fringe,16.99000000,Regular Local,Open
5301260,WA-33036,Chewelah School District,Stevens County,PO BOX 47,Chewelah,WA,99109,8970,(509)935-6800,789.00000,47.65000,4.00000,43,Rural: Remote,16.56000000,Regular Local,Open
5301290,WA-16049,Chimacum School District,Jefferson County,PO BOX 278,CHIMACUM,WA,98325,0278,(360)302-5892,717.00000,43.78000,5.00000,41,Rural: Fringe,16.38000000,Regular Local,Open
5301320,WA-02250,Clarkston School District,Asotin County,PO BOX 70,CLARKSTON,WA,99403,2557,(509)758-2531,2518.00000,142.45000,10.00000,23,Suburb: Small,17.68000000,Regular Local,Open
5301350,WA-19404,Cle Elum-Roslyn School District,Kittitas County,4244 BULLFROG ROAD,CLE ELUM,WA,98922,,(509)649-4850,972.00000,56.16000,4.00000,32,Town: Distant,17.31000000,Regular Local,Open
5301410,WA-27400,Clover Park School District,Pierce County,10903 GRAVELLY LAKE DR SW,LAKEWOOD,WA,98499,1341,(253)583-5190,12566.00000,744.54000,33.00000,13,City: Small,16.88000000,Regular Local,Open
5300017,WA-27932,Clover Park Technical College,Pierce County,4500 STEILACOOM BLVD SW,LAKEWOOD,WA,98499,4098,(253)589-5800,0.00000,0.00000,1.00000,13,City: Small,†,Other,Open
5301440,WA-38300,Colfax School District,Whitman County,1207 N MORTON ST,COLFAX,WA,99111,2198,(509)397-3042,562.00000,35.17000,2.00000,32,Town: Distant,15.98000000,Regular Local,Open
5301470,WA-36250,College Place School District,Walla Walla County,1755 S College Ave,COLLEGE PLACE,WA,99324,1175,(509)525-4827,1554.00000,98.70000,4.00000,23,Suburb: Small,15.74000000,Regular Local,Open
5301500,WA-38306,Colton School District,Whitman County,706 UNION,COLTON,WA,99113,0109,(509)229-3385,150.00000,15.87000,1.00000,42,Rural: Distant,9.45000000,Regular Local,Open
5301560,WA-33206,Columbia (Stevens) School District,Stevens County,PO BOX 7,HUNTERS,WA,99137,0007,(509)722-3311,139.00000,11.69000,2.00000,43,Rural: Remote,11.89000000,Regular Local,Open
5301590,WA-36400,Columbia (Walla Walla) School District,Walla Walla County,755 MAPLE ST,BURBANK,WA,99323,0548,(509)547-2136,734.00000,48.80000,3.00000,41,Rural: Fringe,15.04000000,Regular Local,Open
5301630,WA-33115,Colville School District,Stevens County,217 S HOFSTETTER ST,COLVILLE,WA,99114,3239,(509)684-7850,1685.00000,102.16000,6.00000,33,Town: Remote,16.49000000,Regular Local,Open
5300322,WA-32931,Community Colleges of Spokane,Spokane County,PO Box 6000,SPOKANE,WA,99217,6000,(509)434-5162,†,0.00000,0.00000,12,City: Midsize,†,Other,Open
5301660,WA-29011,Concrete School District,Skagit County,45389 AIRPORT WAY,CONCRETE,WA,98237,9355,(360)853-4000,495.00000,36.00000,4.00000,42,Rural: Distant,13.75000000,Regular Local,Open
5301680,WA-29317,Conway School District,Skagit County,19710 STATE ROUTE 534,MOUNT VERNON,WA,98274,8026,(360)445-5785,444.00000,26.31000,1.00000,41,Rural: Fringe,16.88000000,Regular Local,Open
5301710,WA-14099,Cosmopolis School District,Grays Harbor County,PO BOX 479,COSMOPOLIS,WA,98537,,(360)532-7181,165.00000,14.41000,1.00000,33,Town: Remote,11.45000000,Regular Local,Open
5303440,WA-13151,Coulee-Hartline School District,Grant County,410 W LOCUST ST,COULEE CITY,WA,99115,0428,(509)632-5231,164.00000,16.90000,3.00000,43,Rural: Remote,9.70000000,Regular Local,Open
5301800,WA-15204,Coupeville School District,Island County,501 S Main St,Coupeville,WA,98239,,(360)678-2404,1055.00000,57.83000,7.00000,41,Rural: Fringe,18.24000000,Regular Local,Open
5301830,WA-05313,Crescent School District,Clallam County,PO BOX 20,JOYCE,WA,98343,0020,(360)928-3311,336.00000,21.48000,2.00000,43,Rural: Remote,15.64000000,Regular Local,Open
5301860,WA-22073,Creston School District,Lincoln County,485 SE E ST,CRESTON,WA,99117,0017,(509)636-2721,99.00000,10.00000,2.00000,43,Rural: Remote,9.90000000,Regular Local,Open
5301890,WA-10050,Curlew School District,Ferry County,PO BOX 370,CURLEW,WA,99118,9748,(509)779-4931,249.00000,17.38000,2.00000,43,Rural: Remote,14.33000000,Regular Local,Open
5301920,WA-26059,Cusick School District,Pend Oreille County,305 MONUMENTAL WAY,CUSICK,WA,99119,9761,(509)445-1125,356.00000,24.00000,4.00000,43,Rural: Remote,14.83000000,Regular Local,Open
5301950,WA-19007,Damman School District,Kittitas County,2681 Umptanum Rd.,Ellensburg,WA,98926,,(509)962-9079,42.00000,2.00000,1.00000,41,Rural: Fringe,21.00000000,Regular Local,Open
5301980,WA-31330,Darrington School District,Snohomish County,PO BOX 27,DARRINGTON,WA,98241,0027,(360)436-1323,446.00000,29.00000,2.00000,42,Rural: Distant,15.38000000,Regular Local,Open
5302010,WA-22207,Davenport School District,Lincoln County,801 7th Street,DAVENPORT,WA,99122,9548,(509)725-1481,615.00000,40.75000,5.00000,42,Rural: Distant,15.09000000,Regular Local,Open
5302040,WA-07002,Dayton School District,Columbia County,609 S 2ND ST,DAYTON,WA,99328,1572,(509)382-2543,393.00000,31.07000,4.00000,32,Town: Distant,12.65000000,Regular Local,Open
5302070,WA-32414,Deer Park School District,Spokane County,P.O. BOX 490,DEER PARK,WA,99006,0490,(509)464-5500,2774.00000,148.21000,8.00000,41,Rural: Fringe,18.72000000,Regular Local,Open
5302130,WA-27343,Dieringer School District,Pierce County,1320 178TH AVE E,Lake Tapps,WA,98391,6411,(253)862-2537,1402.00000,83.75000,3.00000,21,Suburb: Large,16.74000000,Regular Local,Open
5302160,WA-36101,Dixie School District,Walla Walla County,PO BOX 40,DIXIE,WA,99329,0040,(509)525-5339,16.00000,1.00000,1.00000,42,Rural: Distant,16.00000000,Regular Local,Open
5302280,WA-32361,East Valley School District (Spokane),Spokane County,3830 N Sullivan Rd,SPOKANE,WA,99216,,(509)924-1830,3670.00000,214.70000,9.00000,12,City: Midsize,17.09000000,Regular Local,Open
5305370,WA-39090,East Valley School District (Yakima),Yakima County,2002 BEAUDRY RD,YAKIMA,WA,98901,8012,(509)573-7300,3334.00000,183.27000,5.00000,22,Suburb: Midsize,18.19000000,Regular Local,Open
5302310,WA-09206,Eastmont School District,Douglas County,800 Eastmont Ave,EAST WENATCHEE,WA,98802,4443,(509)884-7169,6032.00000,361.20000,12.00000,23,Suburb: Small,16.70000000,Regular Local,Open
5302340,WA-19028,Easton School District,Kittitas County,PO BOX 8,EASTON,WA,98925,0008,(509)656-2317,82.00000,9.00000,2.00000,42,Rural: Distant,9.11000000,Regular Local,Open
5302370,WA-27404,Eatonville School District,Pierce County,PO BOX 698,EATONVILLE,WA,98328,0698,(360)879-1000,1944.00000,111.92000,7.00000,32,Town: Distant,17.37000000,Regular Local,Open
5302400,WA-31015,Edmonds School District,Snohomish County,20420 68TH AVE W,LYNNWOOD,WA,98036,7400,(425)431-7000,20459.00000,1172.87000,38.00000,21,Suburb: Large,17.44000000,Regular Local,Open
5300340,WA-06701,Educational Service Agency 112,Clark County,2500 NE 65th Avenue,Vancouver,WA,98661,6812,(360)750-7500,0.00000,0.00000,1.00000,12,City: Midsize,†,Other,Open
5300010,WA-32801,Educational Service District 101,Spokane County,4202 S Regal Street,Spokane,WA,99223,7738,(509)789-3800,142.00000,0.00000,4.00000,12,City: Midsize,†,Other,Open
5300013,WA-39801,Educational Service District 105,Yakima County,33 S 2ND AVE,YAKIMA,WA,98902,3486,(509)575-2885,86.00000,0.00000,1.00000,13,City: Small,†,Other,Open
5300005,WA-06801,Educational Service District 112,Clark County,2500 NE 65TH AVE,VANCOUVER,WA,98661,6812,(360)750-7500,57.00000,0.00000,3.00000,12,City: Midsize,†,Other,Open
5300012,WA-11801,Educational Service District 123,Franklin County,3924 W COURT ST,PASCO,WA,99301,2775,(509)547-8441,214.00000,0.00000,1.00000,22,Suburb: Midsize,†,Other,Open
5302460,WA-19401,Ellensburg School District,Kittitas County,1300 E 3RD AVE,ELLENSBURG,WA,98926,3576,(509)925-8000,3238.00000,190.63000,8.00000,32,Town: Distant,16.99000000,Regular Local,Open
5302490,WA-14068,Elma School District,Grays Harbor County,1235 MONTE ELMA RD,ELMA,WA,98541,9038,(360)482-2822,1708.00000,91.53000,6.00000,32,Town: Distant,18.66000000,Regular Local,Open
5302520,WA-38308,Endicott School District,Whitman County,308 SCHOOL DR,ENDICOTT,WA,99125,,(509)657-3523,86.00000,11.96000,1.00000,43,Rural: Remote,7.19000000,Regular Local,Open
5302550,WA-04127,Entiat School District,Chelan County,2650 ENTIAT WAY,ENTIAT,WA,98822,9710,(509)784-1800,337.00000,25.01000,2.00000,42,Rural: Distant,13.47000000,Regular Local,Open
5300001,WA-17216,Enumclaw School District,King County,2929 MCDOUGALL AVE,ENUMCLAW,WA,98022,7499,(360)802-7100,4436.00000,240.71000,10.00000,21,Suburb: Large,18.43000000,Regular Local,Open
5302610,WA-13165,Ephrata School District,Grant County,111 4TH AVE NW,EPHRATA,WA,98823,,(509)754-2474,2807.00000,149.12000,8.00000,32,Town: Distant,18.82000000,Regular Local,Open
5302640,WA-21036,Evaline School District,Lewis County,111 SCHOOLHOUSE RD,WINLOCK,WA,98596,9718,(360)785-3460,53.00000,5.97000,1.00000,41,Rural: Fringe,8.88000000,Regular Local,Open
5300314,WA-31933,Everett Community College,Snohomish County,2000 Tower Street,EVERETT,WA,98201,,(425)388-9100,†,0.00000,0.00000,12,City: Midsize,†,Other,Open
5302670,WA-31002,Everett School District,Snohomish County,PO BOX 2098,Everett,WA,98213,2999,(425)385-4000,20359.00000,1101.80000,33.00000,12,City: Midsize,18.48000000,Regular Local,Open
5302700,WA-06114,Evergreen School District (Clark),Clark County,PO BOX 8910,VANCOUVER,WA,98668,8910,(360)604-4005,22591.00000,1348.22000,39.00000,12,City: Midsize,16.76000000,Regular Local,Open
5302730,WA-33205,Evergreen School District (Stevens),Stevens County,3341 ADDY GIFFORD RD,GIFFORD,WA,99131,9701,(509)722-6084,38.00000,2.60000,1.00000,43,Rural: Remote,14.62000000,Regular Local,Open
5300341,WA-34903,Evergreen State College,Thurston County,2700 Evergreen Parkway NW,Olympia,WA,98505,,(360)867-6000,†,0.00000,0.00000,22,Suburb: Midsize,†,Other,Open
5302820,WA-17210,Federal Way School District,King County,33330 8th AVE S,FEDERAL WAY,WA,98003,5433,(253)945-2000,21606.00000,1184.37000,46.00000,21,Suburb: Large,18.24000000,Regular Local,Open
5302850,WA-37502,Ferndale School District,Whatcom County,PO Box 698,FERNDALE,WA,98248,9317,(360)383-9200,4651.00000,288.65000,14.00000,22,Suburb: Midsize,16.11000000,Regular Local,Open
5302880,WA-27417,Fife School District,Pierce County,1720 Oak St,Milton,WA,98354,,(253)517-1000,3893.00000,209.23000,7.00000,21,Suburb: Large,18.61000000,Regular Local,Open
5302910,WA-03053,Finley School District,Benton County,224606 E GAME FARM RD,KENNEWICK,WA,99337,8623,(509)586-3217,871.00000,50.35000,3.00000,22,Suburb: Midsize,17.30000000,Regular Local,Open
5302940,WA-27402,Franklin Pierce School District,Pierce County,315 129TH ST S,TACOMA,WA,98444,5099,(253)298-3000,7425.00000,472.75000,15.00000,21,Suburb: Large,15.71000000,Regular Local,Open
5302970,WA-32358,Freeman School District,Spokane County,15001 S JACKSON RD,ROCKFORD,WA,99030,9755,(509)291-3695,878.00000,54.96000,3.00000,42,Rural: Distant,15.98000000,Regular Local,Open
5303000,WA-38302,Garfield School District,Whitman County,PO BOX 398,GARFIELD,WA,99130,0398,(509)878-1921,121.00000,11.85000,3.00000,43,Rural: Remote,10.21000000,Regular Local,Open
5303030,WA-20401,Glenwood School District,Klickitat County,PO BOX 12,GLENWOOD,WA,98619,0012,(509)364-3438,64.00000,9.28000,2.00000,43,Rural: Remote,6.90000000,Regular Local,Open
5303090,WA-20404,Goldendale School District,Klickitat County,604 E. BROOKS ST,GOLDENDALE,WA,98620,,(509)773-5177,2976.00000,129.45000,5.00000,33,Town: Remote,22.99000000,Regular Local,Open
5303130,WA-13301,Grand Coulee Dam School District,Douglas County,110 Stevens Ave.,COULEE DAM,WA,99116,1503,(509)633-2143,771.00000,44.59000,3.00000,43,Rural: Remote,17.29000000,Regular Local,Open
5303150,WA-39200,Grandview School District,Yakima County,913 W 2ND ST,GRANDVIEW,WA,98930,1202,(509)882-8500,3618.00000,201.54000,7.00000,32,Town: Distant,17.95000000,Regular Local,Open
5303180,WA-39204,Granger School District,Yakima County,701 E AVE,GRANGER,WA,98932,0400,(509)854-1515,1501.00000,86.36000,3.00000,32,Town: Distant,17.38000000,Regular Local,Open
5303210,WA-31332,Granite Falls School District,Snohomish County,205 N Alder Avenue,Granite Falls,WA,98252,8908,(360)691-7717,2326.00000,137.03000,6.00000,31,Town: Fringe,16.97000000,Regular Local,Open
5303240,WA-23054,Grapeview School District,Mason County,822 E MASON BENSON RD,GRAPEVIEW,WA,98546,9514,(360)275-4921,241.00000,17.96000,1.00000,42,Rural: Distant,13.42000000,Regular Local,Open
5303270,WA-32312,Great Northern School District,Spokane County,3115 N SPOTTED RD,SPOKANE,WA,99224,8921,(509)747-7714,38.00000,3.87000,1.00000,41,Rural: Fringe,9.82000000,Regular Local,Open
5303300,WA-06103,Green Mountain School District,Clark County,13105 NE GRINNELL RD,WOODLAND,WA,98674,3808,(360)225-7366,176.00000,10.96000,1.00000,42,Rural: Distant,16.06000000,Regular Local,Open
5300326,WA-17935,Green River College,King County,12401 SE 320TH ST,AUBURN,WA,98002,,(253)833-9111,†,0.00000,0.00000,13,City: Small,†,Other,Open
5303330,WA-34324,Griffin School District,Thurston County,6530 33RD AVE NW,OLYMPIA,WA,98502,9599,(360)866-5888,577.00000,33.62000,1.00000,22,Suburb: Midsize,17.16000000,Regular Local,Open
5303360,WA-22204,Harrington School District,Lincoln County,PO Box 204,HARRINGTON,WA,99134,0248,(509)253-4331,133.00000,14.00000,2.00000,43,Rural: Remote,9.50000000,Regular Local,Open
5303510,WA-39203,Highland School District,Yakima County,PO BOX 38,COWICHE,WA,98923,0038,(509)678-8630,1094.00000,61.59000,4.00000,41,Rural: Fringe,17.76000000,Regular Local,Open
5303540,WA-17401,Highline School District,King County,15675 AMBAUM BLVD SW,BURIEN,WA,98166,0100,(206)631-3000,18048.00000,1010.27000,43.00000,21,Suburb: Large,17.86000000,Regular Local,Open
5303570,WA-06098,Hockinson School District,Clark County,17912 NE 159TH ST,BRUSH PRAIRIE,WA,98606,9765,(360)448-6400,2000.00000,104.79000,3.00000,41,Rural: Fringe,19.09000000,Regular Local,Open
5303600,WA-23404,Hood Canal School District,Mason County,111 N STATE ROUTE 106,SHELTON,WA,98584,9703,(360)877-5463,346.00000,23.00000,1.00000,42,Rural: Distant,15.04000000,Regular Local,Open
